,Text,Date,Likes
191,"Here is a unique contest that strengthens the Swachh Bharat Mission! 

In two weeks ten lakh rural toilets have already been painted.

Share your Swachh Sundar Shauchalaya using <a href=""/hashtag/MyIzzatGhar?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>MyIzzatGhar</b></a>.<a href=""https://t.co/TudNPDqgbc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/TudNPDqgbc</a>",Jan 18,305
192,"The Government of India is making every effort to ensure the fruits of development reach every citizen with ease and efficiency.<a href=""https://t.co/kRovd5ZwED"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/kRovd5ZwED</a>",Jan 18,256
193,"New infrastructure for New India.

Transformative measures that are leading to transformative outcomes.<a href=""https://t.co/1O44Yz9KjH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1O44Yz9KjH</a>",Jan 18,141
194,"Doing business in India is easier, cheaper, faster and smarter.<a href=""https://t.co/DkN3is5Iyj"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DkN3is5Iyj</a>",Jan 18,222
195,"Those who have been visiting India in the last four years have seen first hand the series of transformations taking place. 

We are reducing government and enhancing governance.<a href=""https://t.co/KAVoPe0m5D"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KAVoPe0m5D</a>",Jan 18,176
196,"The Vibrant Gujarat Summit has:

Dignity of the presence of top political leaders.

Energy of CEOs and corporate leaders.

Gravitas of institutions and opinion makers.

Vitality of young enterprises and start-ups.<a href=""https://t.co/roIIDySB2I"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/roIIDySB2I</a>",Jan 18,159
197,"India is honoured to host the President of the Republic of Uzbekistan, Mr. Shavkat Mirziyoyev. 

We had fruitful talks on the sidelines of the Vibrant Gujarat Summit in Gandhinagar. We discussed various aspects relating to India-Uzbekistan ties. <a href=""/president_uz"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""828136569915707392""><s>@</s><b>president_uz</b></a><a href=""https://t.co/Y14sqvBFtt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Y14sqvBFtt</a>",Jan 18,164
198,"Great meeting with PM <a href=""/JosephMuscat_JM"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""29466039""><s>@</s><b>JosephMuscat_JM</b></a> of Malta. Our talks will add tremendous strength to bilateral ties between our nations and benefit the people of our countries.<a href=""https://t.co/pHwdnNcBCt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/pHwdnNcBCt</a>",Jan 18,143
199,"At the Ahmedabad Shopping Festival I too could not resist from shopping! Purchased some Khadi products using the RuPay card.

I urge you all- keep buying Khadi and contribute to the empowerment of lakhs of weavers associated with the industry. It is also a great tribute to Bapu!<a href=""https://t.co/DVTAIwFJz2"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DVTAIwFJz2</a>",Jan 17,667
200,"Today is a big day for Ahmedabad! 

The city is hosting a first of its kind shopping festival. 

This festival is a great opportunity for entrepreneurs and consumers. It has a wide range of products, a good mix of the traditional and the modern.<a href=""https://t.co/b8TAkoFMHJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/b8TAkoFMHJ</a>",Jan 17,207
201,"For a long time, access to proper healthcare was considered out of reach for the poor. Ayushman Bharat changed that. 

Ours is a Government that cares for the downtrodden and we want to ensure that they lead healthy lives.<a href=""https://t.co/F8S10bO03o"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/F8S10bO03o</a>",Jan 17,441
202,"The Sardar Vallabhbhai Patel Institute of Medical Sciences and Research is an excellent public hospital, which will strengthen the efforts to provide quality healthcare to the poor.

Am glad to have inaugurated the hospital and seen parts of it.<a href=""https://t.co/Fbt0pwVxH7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Fbt0pwVxH7</a>",Jan 17,305
203,"Dr. Vikram Sarabhai was an outstanding scientist, whose contribution to the nation has been extremely rich.

Today in Ahmedabad, a statue of Dr. Sarabhai was inaugurated in the presence of his family.<a href=""https://t.co/nDSkfnYx4M"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nDSkfnYx4M</a>",Jan 17,265
204,"Tomorrow in Ahmedabad, I will inaugurate the Sardar Vallabhbhai Patel Institute of Medical Sciences and Research. 

This is state-of-the-art public hospital will provide top quality healthcare to the people of Gujarat.<a href=""https://t.co/hsEAQmuDgh"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hsEAQmuDgh</a>",Jan 16,804
205,"Over the next two days, I would be attending various programmes in Gujarat, including the Vibrant Gujarat Summit 2019. 

Since its inception in 2003, the Summit has played a key role in bringing more investment to Gujarat and enhancing the state’s progress.<a href=""https://t.co/ZTARaLmCVk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZTARaLmCVk</a>",Jan 16,290
206,"Prayed for the development of India and the peace and happiness of 130 crore Indians at the Sree Padmanabhaswamy Temple.<a href=""https://t.co/a9PvVY5sDQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/a9PvVY5sDQ</a>",Jan 15,1.9K
207,"To the UDF and LDF I say: 

Do not under estimate the BJP Karyakarta.

Your taunts &amp; your violence cannot break the morale of the BJP Karyakarta.

You should see what happened in Tripura.

What happened in Tripura, will happen in Kerala!<a href=""https://t.co/RV4uU5l7ez"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RV4uU5l7ez</a>",Jan 15,1.1K
208,"The UDF and the LDF are two sides of the same old coin.<a href=""https://t.co/whOx0gGSzF"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/whOx0gGSzF</a>",Jan 15,232
209,"If there is one party that has been at the forefront of standing with Kerala and its culture, it is the BJP.

For us, the people of Kerala and their aspirations are not a matter of convenience but of conviction.<a href=""https://t.co/fuZghSuJdn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fuZghSuJdn</a>",Jan 15,245
210,"Today, India is growing rapidly. This is powered by the hard-work &amp; talent of the people of our nation.

From economy to ease of doing business &amp; from start-ups to satellites, we are achieving great progress in each sector.<a href=""https://t.co/5AukEcEr5R"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5AukEcEr5R</a>",Jan 15,308
211,"The tribal communities of Odisha are the pride of the state. We can learn lots from their culture and traditions. 

The NDA Government has taken numerous steps to improve education and sporting facilities, which will directly benefit tribal communities.<a href=""https://t.co/jgGo2tB6NM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/jgGo2tB6NM</a>",Jan 15,386
212,"We are happy that due to the efforts of the Centre, rail and air connectivity has improved across Odisha. 

With better connectivity, comes more opportunity and faster development.<a href=""https://t.co/qBqVpNTGFJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qBqVpNTGFJ</a>",Jan 15,249
213,"Making every effort for Odisha’s progress.

Inaugurated/laid the foundations for projects worth over Rs. 1500 crore. These projects will have a transformative impact on Odisha’s progress.

They will also draw more tourists, who can see the exceptional Odia culture.<a href=""https://t.co/HPCFznHbsN"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/HPCFznHbsN</a>",Jan 15,376
214,"प्रयागराज में आरंभ हो रहे पवित्र कुम्भ मेले की हार्दिक शुभकामनाएं। 

मुझे आशा है कि इस अवसर पर देश-विदेश के श्रद्धालुओं को भारत की आध्यात्मिक, सांस्कृतिक एवं सामाजिक विविधताओं के दर्शन होंगे। 

मेरी कामना है कि अधिक से अधिक लोग इस दिव्य और भव्य आयोजन का हिस्सा बनें।<a href=""https://t.co/qAxJtNrUPn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qAxJtNrUPn</a>",Jan 14,1.2K
215,"Happy <a href=""/hashtag/Uttarayan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Uttarayan</b></a>. 

May you all scale new heights of progress in the times to come.<a href=""https://t.co/MpEy6BhyF4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/MpEy6BhyF4</a>",Jan 13,579
216,"Greetings on the special occasion of Magh Bihu.<a href=""https://t.co/o1EiTdlJDa"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/o1EiTdlJDa</a>",Jan 13,266
217,"Best wishes on Pongal!<a href=""https://t.co/tZlvGLXgOZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tZlvGLXgOZ</a>",Jan 13,516
218,"<a href=""/hashtag/HappyMakarSankranti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HappyMakarSankranti</b></a> to everyone!<a href=""https://t.co/9LnlZWGDiB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9LnlZWGDiB</a>",Jan 13,807
219,"I want your direct feedback on various issues…take part in the survey on the ‘Narendra Modi Mobile App.'<a href=""https://t.co/hdshOPnOEY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hdshOPnOEY</a>",Jan 13,2.3K
220,"Have a great Lohri!<a href=""https://t.co/ri7yDxJq1d"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ri7yDxJq1d</a>",Jan 13,1.2K
221,"The BJP is the party that can cater to the aspirations of the first time voter. 

Such a voter wants development and not dynasty. 

Such a voter wants performance and not promises. 

Hence, we seek their blessings.<a href=""https://t.co/W0bnW2LJ41"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/W0bnW2LJ41</a>",Jan 13,851
222,"Tamil Nadu has a strong MSME sector and we are proud of the spirit of enterprise the state is blessed with. 

A BJP Karyakarta asked me about the NDA government’s efforts for the sector. 

Here’s what I said.<a href=""https://t.co/QWavlrlgAb"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/QWavlrlgAb</a>",Jan 13,331
223,"Made a request to BJP Karyakartas from all over India. Know what it is.<a href=""https://t.co/GjIiidTkzc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/GjIiidTkzc</a>",Jan 13,266
224,"I bow to Sri Guru Gobind Singh Ji on his Jayanti.

ਮੈਂ ਸਾਹਿਬ-ਏ-ਕਮਾਲ ਸਰਬੰਸ ਦਾਨੀ ਸਾਹਿਬ ਸ੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਮਹਾਰਾਜ ਜੀ ਦੇ ਪ੍ਰਕਾਸ਼ ਪੁਰਬ ਦੀ ਸਮੂਹ ਸੰਗਤਾਂ ਨੂੰ ਵਧਾਈ ਦਿੰਦਾ ਹਾਂ ਤੇ ਗੁਰੂ ਸਾਹਿਬ ਅੱਗੇ ਸੀਸ ਝੁਕਾਉਂਦਾ ਹਾਂ।<a href=""https://t.co/Pt4k2BgLDS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Pt4k2BgLDS</a>",Jan 12,692
225,"यह लड़ाई सल्तनत और संविधान में आस्था रखने वाले लोगों के बीच है। एक तरफ वे लोग हैं जिन्हें हर हाल में केवल अपनी सल्तनत बचाए रखनी है और दूसरी तरफ हम लोग हैं, जो बाबासाहेब अंबेडकर के संविधान को मानते हैं, उसके अनुसार चलते है।<a href=""https://t.co/LKMeQffZ47"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/LKMeQffZ47</a>",Jan 12,1.9K
226,"देश मजबूत सरकार चाहता है, वो मजबूर सरकार चाहते हैं…<a href=""https://t.co/Wi0JMI9a2V"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Wi0JMI9a2V</a>",Jan 12,976
227,"We have come a long way.

Back in the day, aeroplanes would wait to escort middlemen who were close to one party and one family.

Now, middlemen are being forced to return to India.

What they looted will have to be returned and those for whom they looted will be punished.<a href=""https://t.co/Ummbdonp0b"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Ummbdonp0b</a>",Jan 12,999
228,"There is a Common Process, and there is a Congress Process.

The Congress Process encouraged favouritism, corruption, nepotism and compromised India’s welfare.

After coming to power, we transformed the processes and the results are for everyone to see.<a href=""https://t.co/n3py4jIM5G"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/n3py4jIM5G</a>",Jan 12,656
